HocoNum,TechType,HighSpeed,population,HoldingCompanyName
130459,DOCSIS,1,543270,"En-Touch Systems, Inc."
130459,FTTH,1,543270,"En-Touch Systems, Inc."
130460,FTTH,0,2539,Epic Touch Company
130464,DSL,0,38473,"Etex Telephone Cooperative, Inc."
130464,FTTH,1,25160,"Etex Telephone Cooperative, Inc."
130464,Other,1,7085,"Etex Telephone Cooperative, Inc."
130472,FTTH,0,6741,Farmers & Merchants Mutual Telephone Company
130472,Other,0,7121,Farmers & Merchants Mutual Telephone Company
130473,DSL,0,4185,"F&B Communications, Inc."
130473,FTTH,1,4014,"F&B Communications, Inc."
130475,DSL,0,4842,Farmers Cooperative Telephone Company-Dysart
130475,FTTH,1,4842,Farmers Cooperative Telephone Company-Dysart
130476,DOCSIS,0,1039,Farmers Independent Telephone Company
130476,DSL,0,4310,Farmers Independent Telephone Company
130476,FTTH,1,3507,Farmers Independent Telephone Company
130477,DOCSIS,0,229,Farmers Mutual Cooperative Telephone Company-Harlan
130477,DSL,0,2382,Farmers Mutual Cooperative Telephone Company-Harlan
130477,FTTH,0,7346,Farmers Mutual Cooperative Telephone Company-Harlan
130477,Other,0,1078,Farmers Mutual Cooperative Telephone Company-Harlan
130478,FTTH,0,1235,Farmers Mutual Cooperative Telephone Company-Moulton
130479,DSL,0,5447,Farmers Mutual Telephone Company (ID)
130479,FTTH,1,4130,Farmers Mutual Telephone Company (ID)
130481,DSL,0,618,Farmers Mutual Telephone Company (OH)
130481,FTTH,0,1489,Farmers Mutual Telephone Company (OH)
130481,Other,0,90418,Farmers Mutual Telephone Company (OH)
130482,DSL,0,6434,"Farmers Mutual Telephone Company of Stanton, Iowa"
130482,FTTH,1,6434,"Farmers Mutual Telephone Company of Stanton, Iowa"
130483,DSL,0,1088,Farmers Mutual Telephone Company-Jessup
130483,FTTH,1,5377,Farmers Mutual Telephone Company-Jessup
130484,DOCSIS,1,4951,Farmers Mutual Telephone Company-Nora Springs
130484,DSL,0,4951,Farmers Mutual Telephone Company-Nora Springs
130484,FTTH,1,16987,Farmers Mutual Telephone Company-Nora Springs
130485,DOCSIS,0,38046,Farmers Mutual Telephone Cooperative
130485,DSL,0,38046,Farmers Mutual Telephone Cooperative
130485,FTTH,0,38046,Farmers Mutual Telephone Cooperative
130485,Other,0,38046,Farmers Mutual Telephone Cooperative
130487,DSL,0,818,"Farmers Telephone Company, Inc."
130487,FTTH,0,562,"Farmers Telephone Company, Inc."
130488,DSL,0,1102,Farmers Telephone Company-Batavia
130489,FTTH,1,1296,Farmers Telephone Company-Essex
130489,Other,0,2936,Farmers Telephone Company-Essex
130490,DSL,0,185398,"Farmers Telephone Cooperative, Inc. (SC)"
130490,FTTH,1,62835,"Farmers Telephone Cooperative, Inc. (SC)"
130490,Other,0,26107,"Farmers Telephone Cooperative, Inc. (SC)"
130491,DOCSIS,0,130,Fayetteville Public Utilities
130492,DSL,0,8220,FDF Communications Co.
130492,FTTH,0,619,FDF Communications Co.
130492,Other,0,196913,FDF Communications Co.
130494,FTTH,1,18416,Farmers Mutual Telephone Company (MN & SD)
130494,Other,0,588,Farmers Mutual Telephone Company (MN & SD)
130495,FTTH,0,586,Fenton Cooperative Telephone Company
130497,DOCSIS,1,384532,Fidelity Communications Company
130497,DSL,0,27357,Fidelity Communications Company
130497,FTTH,1,14583,Fidelity Communications Company
130500,DSL,0,1231,"First Step Internet, LLC"
130500,FTTH,0,1401,"First Step Internet, LLC"
130500,Other,0,161490,"First Step Internet, LLC"
130502,DSL,0,2754,"Five Area Telephone Cooperative, Inc."
130502,FTTH,1,10505,"Five Area Telephone Cooperative, Inc."
130502,Other,0,15926,"Five Area Telephone Cooperative, Inc."
130503,DSL,0,1242,"Flat Rock Telephone Co-Op, Inc."
130507,DSL,1,1215,"Foothills Rural Telephone Cooperative Corporation, Inc."
130507,FTTH,1,43149,"Foothills Rural Telephone Cooperative Corporation, Inc."
130509,FTTH,0,1548,"Fort Mojave Telecommunications, Inc."
130511,DSL,0,1710,Waldron Communication Company
130511,Other,0,29769,Waldron Communication Company
130513,Other,0,129181,"Fox Valley Internet, Inc."
130514,DSL,0,1960,"Franklin Telephone Co., Inc."
130514,FTTH,0,1348,"Franklin Telephone Co., Inc."
130524,DSL,0,4051,"Ganado Telephone Company, Inc."
130524,FTTH,1,3312,"Ganado Telephone Company, Inc."
130526,DSL,0,4306,Garden Valley Telephone Company
130526,FTTH,1,23454,Garden Valley Telephone Company
130527,DSL,0,5340,Gardonville Cooperative Telephone Association
130527,FTTH,1,10206,Gardonville Cooperative Telephone Association
130527,Other,0,120973,Gardonville Cooperative Telephone Association
130528,FTTH,1,815,"Gargoyle Technologies, Inc."
130528,Other,0,3510,"Gargoyle Technologies, Inc."
130532,DSL,0,1587,Geetingsville Telephone Company Inc.
130532,FTTH,0,644,Geetingsville Telephone Company Inc.
130532,Other,0,4040,Geetingsville Telephone Company Inc.
130534,DOCSIS,1,554752,"General Communication, Inc."
130534,DSL,0,13546,"General Communication, Inc."
130534,Other,0,26579,"General Communication, Inc."
130535,DSL,0,14568,"Geneseo Communications, Inc."
130535,FTTH,0,22048,"Geneseo Communications, Inc."
130538,DSL,0,5621,"Germantown Telephone Company, Inc."
130538,FTTH,0,3487,"Germantown Telephone Company, Inc."
130539,DSL,0,3644,Gervais Telephone Company
130539,FTTH,1,18347,Gervais Telephone Company
130540,DOCSIS,0,27250,GEUS
130542,DSL,0,18710,"Gila River Telecommunications, Inc."
130543,DSL,0,2949,"Glandorf Telephone Co., Inc."
130543,FTTH,0,2092,"Glandorf Telephone Co., Inc."
130544,DSL,0,3374,Glasford Telephone Company
130544,FTTH,0,278,Glasford Telephone Company
130545,DSL,0,1575,Glenwood Telephone Company
130546,DOCSIS,0,2040,Glenwood Telephone Membership Corporation
130546,DSL,0,1154,Glenwood Telephone Membership Corporation
130546,FTTH,1,23075,Glenwood Telephone Membership Corporation
130546,Other,0,137701,Glenwood Telephone Membership Corporation
130550,DOCSIS,0,34266,"Golden West Telecommunications Cooperative, Inc."
130550,DSL,0,61782,"Golden West Telecommunications Cooperative, Inc."
130550,FTTH,0,55483,"Golden West Telecommunications Cooperative, Inc."
130551,FTTH,0,5575,"Golden Wheat, Inc."
130552,DSL,0,22107,Goldfield Telephone Company
130553,FTTH,1,887,Gonthier Inc.
130553,Other,0,149515,Gonthier Inc.
130555,FTTH,0,1134,"Gorham Communications, Inc."
130557,DSL,0,14751,"Grafton Communications, Inc."
130557,FTTH,0,3448,"Grafton Communications, Inc."
130558,DSL,0,5153,Granby Telephone Company
130558,FTTH,1,8285,Granby Telephone Company
130559,DSL,0,1428,Grand Mound Cooperative Telephone Association
130559,FTTH,0,7053,Grand Mound Cooperative Telephone Association
130559,Other,0,12256,Grand Mound Cooperative Telephone Association
130560,DSL,0,20025,Grand River Mutual Telephone Corporation
130560,FTTH,1,36086,Grand River Mutual Telephone Corporation
130561,DSL,0,9406,Grand Telephone Company
130561,FTTH,1,2531,Grand Telephone Company
130565,FTTH,1,3692,Grauer Management Inc.
130567,Other,0,14203,Great Lakes Communication Corp.
130569,DOCSIS,0,23359,"Great Plains Communications, Inc."
130569,DSL,0,42518,"Great Plains Communications, Inc."
130569,FTTH,0,2023,"Great Plains Communications, Inc."
130570,DSL,0,6858,Green Hills Telephone Corporation
130570,FTTH,0,7285,Green Hills Telephone Corporation
130570,Other,0,12280,Green Hills Telephone Corporation
130574,FTTH,1,3673,Griswold Cooperative Telephone Company
130576,DOCSIS,1,63923,"Thames Valley Communications, Inc."
130578,DOCSIS,0,34734,"Guadalupe Valley Telephone Cooperative, Inc."
130578,DSL,0,100774,"Guadalupe Valley Telephone Cooperative, Inc."
130578,FTTH,1,109581,"Guadalupe Valley Telephone Cooperative, Inc."
130580,DSL,0,5992,Gunnison Telephone Company
130580,FTTH,0,15,Gunnison Telephone Company
130581,DOCSIS,0,615,"H&B Communications, Inc."
130581,FTTH,0,6384,"H&B Communications, Inc."
130581,Other,0,10426,"H&B Communications, Inc."
130583,DSL,0,1653,Halstad Telephone Company
130583,FTTH,1,7397,Halstad Telephone Company
130583,Other,0,8610,Halstad Telephone Company
130584,DSL,0,7105,Hamilton County Telephone Co-Op
130584,FTTH,1,10966,Hamilton County Telephone Co-Op
130584,Other,0,40634,Hamilton County Telephone Co-Op
130586,DSL,0,8372,Hancock Rural Telephone Corporation
130586,FTTH,1,63107,Hancock Rural Telephone Corporation
130586,Other,0,251,Hancock Rural Telephone Corporation
130587,DSL,0,1374623,Harbor Communications
130587,FTTH,0,1371638,Harbor Communications
130587,Other,0,1371638,Harbor Communications
130588,DSL,0,14203,"Hardy Telecommunications, Inc."
130588,FTTH,0,12287,"Hardy Telecommunications, Inc."
130588,Other,1,5752,"Hardy Telecommunications, Inc."
130589,DOCSIS,0,208398,"Hargray Communications Group, Inc."
130589,DSL,0,61736,"Hargray Communications Group, Inc."
130589,FTTH,0,118156,"Hargray Communications Group, Inc."
130590,DSL,0,2145,Harmony Telephone Company
130590,Other,0,5441,Harmony Telephone Company
130592,FTTH,0,2872,"Hartington Telecommunications Co., Inc."
130594,Other,0,87397,"Haug Communications, Inc."
130595,DSL,0,1262172,"Hawaiian Telcom Communications, Inc."
130595,FTTH,1,698328,"Hawaiian Telcom Communications, Inc."
130596,FTTH,1,1571,Hawkeye Telephone Company
130597,DSL,0,26684,"Hayneville Holding Company, Inc."
130598,FTTH,0,21136,Heart of Iowa Communications Cooperative
130598,Other,0,16636,Heart of Iowa Communications Cooperative
130601,DSL,0,371,Helix Telephone Company
130602,DOCSIS,0,997,Hemingford Cooperative Telephone Company
130602,DSL,0,14350,Hemingford Cooperative Telephone Company
130602,FTTH,0,3187,Hemingford Cooperative Telephone Company
130602,Other,0,18164,Hemingford Cooperative Telephone Company
130603,FTTH,0,1667,Henderson Cooperative Telephone Company
130603,Other,0,3318,Henderson Cooperative Telephone Company
130604,DSL,0,2895,"Henry County Communications, Inc."
130604,FTTH,0,63,"Henry County Communications, Inc."
130605,DSL,0,973,Hershey Cooperative Telephone Company
130605,FTTH,0,851,Hershey Cooperative Telephone Company
130605,Other,0,29761,Hershey Cooperative Telephone Company
130606,DOCSIS,1,38057,"Hiawatha Broadband Communications, Inc."
130606,FTTH,1,47471,"Hiawatha Broadband Communications, Inc."
130606,Other,0,338194,"Hiawatha Broadband Communications, Inc."
130607,DSL,0,14396,"Hiawatha Communications, Inc."
130607,FTTH,1,3942,"Hiawatha Communications, Inc."
130609,DSL,1,4665,"Hickory Utility Services, Inc."
130609,FTTH,1,6545,"Hickory Utility Services, Inc."
130610,DSL,0,1719,Highland Telephone Cooperative (VA)
130612,DSL,0,28718,"Hill Country Telephone Cooperative, Inc."
130612,FTTH,1,24685,"Hill Country Telephone Cooperative, Inc."
130612,Other,0,1109,"Hill Country Telephone Cooperative, Inc."
130613,DSL,0,1279,"Hillsboro Telephone Company, Inc."
130613,FTTH,0,638,"Hillsboro Telephone Company, Inc."
130614,DSL,0,8835,Hinton Holding Company
130614,Other,0,40863,Hinton Holding Company
130616,DOCSIS,0,428,"Home Enterprises, Inc."
130616,FTTH,0,7760,"Home Enterprises, Inc."
130617,DOCSIS,1,60488,"Home Telephone Company, Inc. (SC)"
130617,DSL,0,52472,"Home Telephone Company, Inc. (SC)"
130617,FTTH,1,80274,"Home Telephone Company, Inc. (SC)"
130619,DSL,0,80777,Horizon Telecom
130620,DOCSIS,1,205334,Bluewave Communications
130620,DSL,0,225518,Bluewave Communications
130620,FTTH,1,213977,Bluewave Communications
130621,DOCSIS,0,8705,"Hospers Telephone Exchange, Inc."
130621,FTTH,0,4113,"Hospers Telephone Exchange, Inc."
130622,DSL,0,1393,Hot Springs Telephone Company
130622,FTTH,0,57,Hot Springs Telephone Company
130622,Other,0,1106,Hot Springs Telephone Company
130623,DOCSIS,1,28115,"Hotwire Communications, Ltd."
130623,DSL,1,18521,"Hotwire Communications, Ltd."
130623,FTTH,1,195049,"Hotwire Communications, Ltd."
130623,Other,1,7603,"Hotwire Communications, Ltd."
130624,DSL,1,40261,HTC Holding Co.
130624,FTTH,1,5548,HTC Holding Co.
130624,Other,0,162337,HTC Holding Co.
130626,DOCSIS,0,1437,Hubbard Cooperative Telephone Association
130626,DSL,0,1437,Hubbard Cooperative Telephone Association
130626,FTTH,0,1437,Hubbard Cooperative Telephone Association
130630,DSL,0,54,Huxley Communications Cooperative
130630,FTTH,1,10062,Huxley Communications Cooperative
130631,FTTH,1,2993,IAMO Telephone Company
130631,Other,0,566,IAMO Telephone Company
130634,Other,0,24469,ICON Technologies Inc.
130641,DOCSIS,1,6962,Independence Light and Power
130641,FTTH,1,344,Independence Light and Power
130645,DSL,0,5088,Industry Telephone Company
130647,Other,0,3052,"Info-Ed, Inc."
130648,DOCSIS,0,16406,InfoStructure Inc.
130648,FTTH,1,2569,InfoStructure Inc.
130651,DOCSIS,0,3028,Western Elite Incorporated Services
130651,DSL,0,6114,Western Elite Incorporated Services
130651,FTTH,0,2398,Western Elite Incorporated Services
130651,Other,0,1109,Western Elite Incorporated Services
130655,DOCSIS,1,91793,"Inter Mountain Cable, Inc."
130655,DSL,0,14464,"Inter Mountain Cable, Inc."
130657,DSL,0,2460,"InterBel Telephone Cooperative, Inc."
130657,FTTH,1,3856,"InterBel Telephone Cooperative, Inc."
130662,DSL,0,9813,"Interstate Telecommunications Cooperative, Inc."
130662,FTTH,0,30435,"Interstate Telecommunications Cooperative, Inc."
130663,Other,0,253383,"Inventive Wireless of Nebraska, LLC"
130667,DSL,0,22075,Ironton Telephone Company
130668,DOCSIS,0,10372,"Irvine Community Television, Inc."
130673,DSL,0,34132,James Valley Cooperative Telephone Company
130673,FTTH,0,6355,James Valley Cooperative Telephone Company
130673,Other,0,51359,James Valley Cooperative Telephone Company
130674,DSL,0,2088,"JED Enterprises, Inc."
130674,FTTH,0,113,"JED Enterprises, Inc."
130677,DSL,0,62,Jefferson Telephone Company
130677,FTTH,0,5235,Jefferson Telephone Company
130678,DSL,0,3172,Johnson Telephone Company
130678,FTTH,0,857,Johnson Telephone Company
130679,DSL,0,881,"K & M Telephone Company, Inc."
130679,FTTH,0,337,"K & M Telephone Company, Inc."
130681,FTTH,0,3785,"Kalida Telephone Company, Inc."
130682,FTTH,1,5951,Kalona Cooperative Telephone Company
130683,DSL,0,8154,"KALTELCO, Inc."
130684,DSL,0,2043,"KanOkla Telephone Association, Inc."
130684,FTTH,0,10903,"KanOkla Telephone Association, Inc."
130684,Other,0,441940,"KanOkla Telephone Association, Inc."
130685,DSL,0,105006,"Kaplan Telephone Company, Inc."
130685,FTTH,0,105006,"Kaplan Telephone Company, Inc."
130685,Other,0,105006,"Kaplan Telephone Company, Inc."
130686,DSL,0,15308,Kasson & Mantorville Telephone Company
130686,FTTH,1,8248,Kasson & Mantorville Telephone Company
130690,DOCSIS,0,1091,"Keene Valley Video, Inc."
130690,FTTH,0,4,"Keene Valley Video, Inc."
130691,DSL,0,205,"Kennebec Telephone Company, Inc."
130691,FTTH,1,1616,"Kennebec Telephone Company, Inc."
130692,FTTH,1,11950,"Kentec Communications, Inc."
130692,Other,0,63454,"Kentec Communications, Inc."
130693,FTTH,0,3060,Keystone Farmers Cooperative Telephone Company
130695,DSL,0,2214,Killduff Telephone Company
130696,DSL,0,4328,"Kinex Networking Solutions, Inc."
130696,FTTH,1,1015,"Kinex Networking Solutions, Inc."
130696,Other,0,2260,"Kinex Networking Solutions, Inc."
130697,DSL,0,8137,Kingdom Telephone Company
130697,FTTH,1,14844,Kingdom Telephone Company
130697,Other,0,54473,Kingdom Telephone Company
130699,DSL,0,186,Kinsman Mutual Telephone Co.
130705,DOCSIS,0,16369,Kraus Electronics Systems Inc.
130707,Other,0,29841,La Canada Wireless Association
130708,DSL,0,3008,La Jicarita Rural Telephone Cooperative
130708,FTTH,0,1565,La Jicarita Rural Telephone Cooperative
130708,Other,0,24,La Jicarita Rural Telephone Cooperative
130709,DSL,0,2075,La Motte Telephone Company
130709,FTTH,0,1727,La Motte Telephone Company
130710,DSL,0,2095,"La Ward Telephone Exchange, Inc."
130710,FTTH,0,240,"La Ward Telephone Exchange, Inc."
130711,FTTH,0,1084,"LaHarpe Telephone Company, Inc."
130711,Other,0,262,"LaHarpe Telephone Company, Inc."
130712,DSL,0,7144,Lake Livingston Telephone Company
130712,FTTH,0,6337,Lake Livingston Telephone Company
130714,DOCSIS,0,3589,"Lakeland Communications, Inc."
130714,DSL,0,4122,"Lakeland Communications, Inc."
130714,FTTH,1,6309,"Lakeland Communications, Inc."
130718,DSL,0,4346,"Larson Utilities, Inc."
130718,FTTH,0,101,"Larson Utilities, Inc."
130721,DSL,1,7111,"Laurel Highland Total Communications, Inc."
130721,FTTH,1,21189,"Laurel Highland Total Communications, Inc."
130724,DOCSIS,0,1269,Laurens Municipal Broadband Communications Utility
130725,FTTH,1,7287,"Lavaca Telephone Company, Inc."
130726,DSL,0,4344,"LaValle Telephone Cooperative, Inc."
130726,FTTH,1,1588,"LaValle Telephone Cooperative, Inc."
130728,DSL,0,636,"Leaco Rural Telephone Cooperative, Inc."
130728,FTTH,0,2036,"Leaco Rural Telephone Cooperative, Inc."
130728,Other,0,16219,"Leaco Rural Telephone Cooperative, Inc."
130732,FTTH,1,3685,Lehigh Valley Telephone Cooperative Association
130733,DSL,0,1624,Lemonweir Valley Telephone Company
130733,FTTH,1,7684,Lemonweir Valley Telephone Company
130733,Other,0,53,Lemonweir Valley Telephone Company
130734,DOCSIS,0,17462,Lennon Telephone Company
130734,DSL,0,4571,Lennon Telephone Company
130735,DSL,0,327,"Leonore Mutual Telephone Co., Inc."
130736,DSL,0,4888,Le-Ru Telephone Company
130742,DSL,0,6889,"Ligonier Telephone Co., Inc."
130742,FTTH,1,10235,"Ligonier Telephone Co., Inc."
130742,Other,0,112477,"Ligonier Telephone Co., Inc."
130743,DSL,1,5048,"Lincoln Communications, Inc."
130743,FTTH,0,2960,"Lincoln Communications, Inc."
130744,DSL,0,1450,Lincoln Telephone Company
130744,FTTH,0,57,Lincoln Telephone Company
130745,DSL,0,20043,Lincolnville Telephone Company
130745,FTTH,0,26964,Lincolnville Telephone Company
130746,DOCSIS,0,23200,"Lintel, Inc."
130746,DSL,0,19901,"Lintel, Inc."
130746,FTTH,0,734,"Lintel, Inc."
130747,DSL,0,4457,"Lipan Telephone Company, Inc."
130748,FTTH,0,717,Lismore Cooperative Telephone Company
130748,Other,0,17180,Lismore Cooperative Telephone Company
130749,Other,0,36974,"LiteWire Internet Services, Inc."
130754,DSL,0,13515,"Logan Telephone Cooperative, Inc."
130754,FTTH,1,10665,"Logan Telephone Cooperative, Inc."
130756,DSL,0,700,Lone Rock Cooperative Telephone Company
130756,Other,0,700,Lone Rock Cooperative Telephone Company
130757,DOCSIS,1,59009,Long Lines
130757,DSL,1,13654,Long Lines
130757,FTTH,1,24,Long Lines
130759,FTTH,0,3962,Lost Nation-Elwood Telephone Company
130762,DSL,0,16408,"LTC Holding Company, Inc."
130764,DOCSIS,1,12351,Lycom Communications
130766,DSL,0,901,Lynnville Telephone Company
130766,FTTH,0,1765,Lynnville Telephone Company
130767,DSL,0,3735,Mabel Cooperative Telephone Company
130767,FTTH,0,1517,Mabel Cooperative Telephone Company
130768,DSL,0,4198,MADCO Holding Company
130768,FTTH,1,5490,MADCO Holding Company
130769,DOCSIS,0,19267,"Schwartz Ventures, Inc."
130769,DSL,0,6640,"Schwartz Ventures, Inc."
130769,FTTH,0,3309,"Schwartz Ventures, Inc."
130771,FTTH,0,2972,Madison Telephone Company
130772,DSL,0,2852,"Magazine Telephone Company, Inc."
130772,Other,0,2852,"Magazine Telephone Company, Inc."
130774,FTTH,1,23383,"Mahaska Communication Group, LLC"
130774,Other,0,12809,"Mahaska Communication Group, LLC"
130777,FTTH,0,1651,Manchester-Hartland Telephone Company
130778,DSL,0,10191,Manti Telephone Company
130778,FTTH,1,9867,Manti Telephone Company
130778,Other,0,1824,Manti Telephone Company
130780,DOCSIS,0,8141,"Margaretville Telephone Company, Inc."
130780,DSL,0,4460,"Margaretville Telephone Company, Inc."
130780,FTTH,1,11723,"Margaretville Telephone Company, Inc."
130781,DSL,0,14039,Mark Twain Rural Telephone Company
130781,FTTH,1,288,Mark Twain Rural Telephone Company
130781,Other,0,96926,Mark Twain Rural Telephone Company
130782,DOCSIS,0,5017,Marne & Elk Horn Telephone Company
130782,DSL,0,3724,Marne & Elk Horn Telephone Company
130782,FTTH,1,4971,Marne & Elk Horn Telephone Company
130782,Other,0,9388,Marne & Elk Horn Telephone Company
130783,DSL,0,2047,"Marquette-Adams Telephone Cooperative, Inc."
130783,FTTH,1,14842,"Marquette-Adams Telephone Cooperative, Inc."
130784,DOCSIS,0,1090,"Martell Enterprises, Inc."
130784,DSL,0,4823,"Martell Enterprises, Inc."
130784,FTTH,0,152,"Martell Enterprises, Inc."
130785,DOCSIS,0,18143,Martelle Cooperative Telephone Association
130785,DSL,0,18143,Martelle Cooperative Telephone Association
130786,DOCSIS,1,42174,Mashell Inc.
130786,DSL,0,16133,Mashell Inc.
130786,FTTH,1,11140,Mashell Inc.
130787,DSL,0,775,Massena Telephone Company
130787,FTTH,0,121,Massena Telephone Company
130787,Other,0,1354,Massena Telephone Company
130788,DOCSIS,0,170241,"Massillon Cable TV, Inc."
130788,FTTH,0,10802,"Massillon Cable TV, Inc."
130790,Other,0,681,Master Mind Productions Inc.
130791,DSL,0,125207,"Matanuska Telephone Association, Inc."
130791,FTTH,1,25650,"Matanuska Telephone Association, Inc."
130791,Other,0,73799,"Matanuska Telephone Association, Inc."
130794,DSL,0,27952,MBO Corporation
130794,FTTH,0,15706,MBO Corporation
130795,DOCSIS,0,22553,Alteva Inc.
130795,DSL,0,41929,Alteva Inc.
130795,FTTH,0,1030,Alteva Inc.
130796,FTTH,0,2441,McClure Telephone Company
130797,FTTH,0,5965,"TrioTel Communications, Inc."
130798,DSL,0,9178,McDonald County Telephone Company
130798,FTTH,0,4467,McDonald County Telephone Company
130799,DSL,0,5625,McDonough Telephone Cooperative Inc.
130799,FTTH,0,35456,McDonough Telephone Cooperative Inc.
130799,Other,0,13270,McDonough Telephone Cooperative Inc.
130802,DSL,0,908,"McNabb Communications, Inc."
130802,FTTH,0,538,"McNabb Communications, Inc."
130803,FTTH,1,3502,Mechanicsville Telephone Company
130804,DOCSIS,1,7604431,Mediacom Communications Corp.
130805,FTTH,1,7064,Mediapolis Telephone Company
130808,Other,0,39065,Merrill Information Systems
130810,DSL,0,3507,"Mescalero Apache Telecom, Inc."
130814,DSL,0,2201,"MGW Communications, Inc."
130814,FTTH,1,3920,"MGW Communications, Inc."
130814,Other,0,158521,"MGW Communications, Inc."
130817,Other,0,328199,"Micrologic, Inc."
130819,DSL,0,10011,Mid Century Telephone Co-operative
130819,FTTH,1,21614,Mid Century Telephone Co-operative
130821,DOCSIS,1,1317394,Midcontinent Communications
130821,Other,1,22628,Midcontinent Communications
130825,DSL,0,5567,"Mid-Plains Rural Telephone Cooperative, Inc."
130825,FTTH,1,12053,"Mid-Plains Rural Telephone Cooperative, Inc."
130826,DOCSIS,1,30954,"Mid-Rivers Telephone Cooperative, Inc."
130826,DSL,0,64114,"Mid-Rivers Telephone Cooperative, Inc."
130826,FTTH,1,13136,"Mid-Rivers Telephone Cooperative, Inc."
130826,Other,0,1034,"Mid-Rivers Telephone Cooperative, Inc."
130827,DSL,0,3302,"Midstate Communications, Inc. (ND)"
130827,FTTH,0,3302,"Midstate Communications, Inc. (ND)"
130828,FTTH,1,13026,"Midstate Communications, Inc. (SD)"
130829,Other,0,10733,"Mid-States Services, LLC"
130831,DSL,0,8944,Midvale Telephone Exchange
130831,FTTH,0,3551,Midvale Telephone Exchange
130831,Other,0,3910,Midvale Telephone Exchange
130833,Other,0,192977,Midwest Mobile Radio
130834,Other,0,522872,"Midwest Telecom of America, Inc."
130837,FTTH,0,1924,Miles Cooperative Telephone Assoc.
130838,DOCSIS,0,3916,"Miles Enterprises, Inc."
130838,DSL,0,18974,"Miles Enterprises, Inc."
130838,FTTH,1,32758,"Miles Enterprises, Inc."
130838,Other,0,45776,"Miles Enterprises, Inc."
130839,DOCSIS,0,3478,"Milford Communications, LLC"
130839,FTTH,0,710,"Milford Communications, LLC"
130844,DSL,0,15802,Millry Corporation
130845,FTTH,1,6355,Minburn Telephone Company
130845,Other,0,17513,Minburn Telephone Company
130846,DSL,0,4561,"Minerva Valley Telephone Company, Inc."
130847,DSL,0,10938,Minford Telephone Company
130847,FTTH,0,9373,Minford Telephone Company
130849,DSL,0,2908,Modern Cooperative Telephone Company
130850,FTTH,1,17167,Molalla Communications Company
130851,FTTH,0,4811,"Mon-Cre Telephone Cooperative, Inc."
130852,DSL,0,3258,Monitor Cooperative Telephone Company
130852,FTTH,0,3258,Monitor Cooperative Telephone Company
130853,FTTH,0,3996,Monon Telephone Company Inc.
130853,Other,0,10087,Monon Telephone Company Inc.
130854,DSL,0,5334,Monroe Telephone Company
130854,FTTH,0,1844,Monroe Telephone Company
130856,DOCSIS,1,1579,MLGC
130856,FTTH,1,5323,MLGC
130856,Other,1,19,MLGC
130860,DSL,0,7373,The Moundridge Telephone Company
130860,FTTH,1,7373,The Moundridge Telephone Company
130861,DSL,0,5151,"Moundville Communications, Inc."
130861,FTTH,0,478,"Moundville Communications, Inc."
130862,DSL,0,17070,Mount Horeb Telephone Company
130862,FTTH,0,4192,Mount Horeb Telephone Company
130862,Other,0,14750,Mount Horeb Telephone Company
130865,FTTH,1,23902,"Mountain Rural Telephone Cooperative Corporation, Inc."
130868,DOCSIS,0,1401,Town of Mountain Village
130872,DSL,0,170630,MTCO Corporation
130872,FTTH,1,23460,MTCO Corporation
130874,DSL,0,2256,"Mud Lake Telephone Cooperative Assn., Inc."
130874,FTTH,0,934,"Mud Lake Telephone Cooperative Assn., Inc."
130874,Other,0,3147,"Mud Lake Telephone Cooperative Assn., Inc."
130875,DSL,0,7513,Mulberry Cooperative Telephone Co. Inc.
130875,FTTH,0,2855,Mulberry Cooperative Telephone Co. Inc.
130877,DOCSIS,1,20134,Mutual Telephone Company (IA)
130877,DSL,0,21192,Mutual Telephone Company (IA)
130877,FTTH,1,33776,Mutual Telephone Company (IA)
130877,Other,0,1149,Mutual Telephone Company (IA)
130878,DSL,0,14528,Mutual Telephone Company of Morning Sun
130878,FTTH,1,2896,Mutual Telephone Company of Morning Sun
130878,Other,0,14528,Mutual Telephone Company of Morning Sun
130880,FTTH,0,11110,"Myakka Technologies, Inc."
130880,Other,0,8819,"Myakka Technologies, Inc."
130882,DSL,0,12984,"NATCO Communications, Inc."
130882,FTTH,1,7858,"NATCO Communications, Inc."
130885,DSL,0,5306,North Dakota Telephone Company
130885,FTTH,1,25764,North Dakota Telephone Company
130886,Other,0,442449,"N.E. Colorado Cellular, Inc."
130887,DSL,0,10964,"Nedelco, Incorporated"
130887,FTTH,1,1095,"Nedelco, Incorporated"
130887,Other,0,123613,"Nedelco, Incorporated"
130889,DOCSIS,0,3764,Nelson Telephone Cooperative
130889,DSL,0,505,Nelson Telephone Cooperative
130889,FTTH,1,8713,Nelson Telephone Cooperative
130890,DSL,0,43340,"Nemont Telephone Cooperative, Inc."
130890,FTTH,1,17770,"Nemont Telephone Cooperative, Inc."
130890,Other,0,40722,"Nemont Telephone Cooperative, Inc."
130901,DSL,0,2927,New Hope Telephone Cooperative (VA)
130902,FTTH,1,17003,"New Hope Telephone Cooperative, Inc. (AL)"
130903,DOCSIS,1,8504,"New Knoxville Telephone Company/GoldStar Communications, LLC"
130903,DSL,0,2025,"New Knoxville Telephone Company/GoldStar Communications, LLC"
130903,FTTH,1,24643,"New Knoxville Telephone Company/GoldStar Communications, LLC"
