HocoNum,HighSpeed,total population,FTTH population,HoldingCompanyName
130921,0,351746,5795.0,NITCO Holding Corporation
130925,1,28660,14880.0,Nortex Communications
130927,0,179816,0.0,North Carolina Wireless
130929,1,61405,55766.0,"North Central Telephone Cooperative, Inc."
130930,0,1725,4.0,North English Cooperative Telephone Company
130937,1,1588019,13005.0,"Northeast Communications of Wisconsin, Inc."
130938,1,21911,5594.0,Northeast Iowa Telephone Company
130939,1,5483,5483.0,"Northeast Louisiana Telephone Co., Inc."
130940,0,18858,12224.0,Northeast Missouri Rural Telephone Company
130941,0,17205,17205.0,Northeast Nebraska Telephone Company
130943,1,18921,715.0,Northern Telephone and Data Corp.
130944,0,77,0.0,Northern Telephone Company/Wilderness Valley Telephone Company
130945,0,3428,2426.0,"Northern Telephone Cooperative, Inc."
130949,1,321696,246408.0,North-State Telephone Co. (NC)
130950,1,8395,5388.0,Northwest Communications Cooperative
130953,0,30071,2275.0,Northwest Telephone Cooperative
130955,0,2889,0.0,"Nova Cablevision, Inc."
130956,0,4942,0.0,Dunnell Telephone Company
130962,0,2628,139.0,Nucla-Naturita Telephone Company
130963,0,1875,1875.0,Nunn Telephone Company
130964,0,2381,0.0,"Nushagak Electric & Telephone Cooperative, Inc."
130967,0,241562,0.0,OACYS Technology
130968,1,6397,0.0,Odessa Office Equipment
130969,1,3688,3688.0,Ogden Telephone Company
130973,0,8207,0.0,Oklahoma Western Telephone Company
130974,1,1970,1377.0,"Olin Telephone Company, Inc."
130976,0,11192,5800.0,Oneida County Rural Telephone
130977,0,1567,1107.0,"Oneida Telephone Exchange, Inc."
130979,0,488,488.0,Onslow Cooperative Telephone Association
130982,0,55810,9721.0,"Zayo Group, LLC"
130983,0,1491,1491.0,Oran Mutual Telephone Company
130986,1,193547,168456.0,"May, Bott et al."
130988,1,135027,101190.0,"Orlando Telephone Company, Inc."
130989,1,5419,148.0,Osage Municipal Utilities
130993,0,57503,0.0,Oxford Telephone and Telegraph
131003,0,567,196.0,Palmer Mutual Telephone Company
131005,1,71803,61107.0,"Palmetto Rural Telephone Cooperative, Inc."
131006,0,9035,9035.0,Palo Cooperative Telephone Association
131007,1,48191,13205.0,"Panhandle Telephone Cooperative, Inc."
131008,1,6932,6141.0,Panora Communications Cooperative
131009,0,29258,9911.0,Park Region Mutual Telephone Company
131010,1,8510,3415.0,Partner Communications Cooperative
131011,0,9575,170.0,"PATHWAYZ Communications, Inc."
131013,0,3523,0.0,Pattersonville Telephone Company (NY)
131014,1,90194,65456.0,Paul Bunyan Rural Telephone Cooperative
131016,0,3809836,0.0,"PCC Holdings, Inc."
131017,0,422388,3046.0,"PCI Systems, Inc."
131019,0,1675,0.0,Peace Valley Telephone Company
131021,0,4137,0.0,The Peetz Cooperative Telephone Company
131023,1,10700,10700.0,"Pembroke Telephone Company, Inc."
131024,0,5751,0.0,Pembroke Telephone Cooperative
131025,0,112330,8496.0,"Penasco Valley Telephone Cooperative, Inc."
131026,1,2028961,2021477.0,"Pencor Services, Inc."
131027,0,3393,0.0,Pennsylvania Telephone Company
131029,1,26455,26455.0,"Peoples Rural Telephone Cooperative Corporation, Inc."
131030,1,7125,7125.0,"Peoples Telecommunications, LLC"
131031,0,113823,11627.0,"Peoples Telephone Cooperative, Inc./Peoples FiberCom"
131032,1,56127,31239.0,"Perry-Spencer Rural Telephone Cooperative, Inc."
131034,1,7495,3249.0,Phillips County Telephone Co.
131035,0,895,0.0,"Pickwick Cablevision, Inc."
131036,0,25335,15702.0,"Piedmont Rural Telephone Cooperative, Inc."
131037,0,4555,299.0,"Pierce Telecommunications, Inc."
131038,0,12252,613.0,Pine Belt Communications Co. Inc.
131039,0,13635,4945.0,Pine Telephone Company
131041,1,43607,43607.0,"Pineland Telephone Cooperative, Inc."
131042,0,4306,3335.0,Town of Pineville
131043,1,98986,15073.0,"Pinpoint Holdings, Inc."
131044,0,33756,10854.0,"Pioneer Telephone Association, Inc."
131045,1,197422,19464.0,Pioneer Telephone Cooperative (OK)
131046,0,23886,2014.0,Pioneer Telephone Cooperative (OR)
131047,0,920,82.0,Pioneer Telephone Holding Company
131048,0,3327534,0.0,Pixius Communications LLC
131049,0,2552,2552.0,"Plains Cooperative Telephone Association, Inc."
131050,1,2307,2104.0,Plainview Telephone Co. Inc.
131051,1,48539,113.0,Plant Telephone Company
131052,1,50691,49221.0,"Planters Rural Telephone Cooperative, Inc."
131055,0,19890,12106.0,"Poka Lambro Telephone Cooperative, Inc."
131056,1,25669,17699.0,Polar Communication Mutual Aid Corporation
131057,1,28168,4346.0,"Ponderosa Communications, Inc."
131060,1,16828,15994.0,"Postco, Inc."
131066,0,2020,0.0,"Prairieburg Telephone Company, Inc."
131071,0,2867,2867.0,Preston Telephone Company
131072,1,9275,1155.0,Price County Telephone Company
131073,0,16055,8195.0,"Progressive Rural Telephone Co-Op., Inc."
131074,1,3246,3060.0,"Progressive Voice & Data, Inc."
131075,1,38304,1974.0,"Project Mutual Telephone Cooperative Association, Inc."
131076,0,69485,0.0,"Public Service Communications, Inc."
131078,1,11478,4008.0,"Pulaski White Rural Telephone Coop., Inc."
131081,1,1022334,723144.0,Metronet Holdings LLC
131085,1,1251,1251.0,Radcliffe Telephone Company
131086,0,3216,2150.0,"Ragland Telephone Company, Inc."
131087,0,43038,4153.0,"Rainbow Telecommunications Association, Inc."
131089,0,63337,59762.0,Randolph Telephone Membership Corporation
131090,1,57804,21159.0,"Range Telephone Cooperative, Inc."
131096,0,2535,2535.0,Readlyn Telephone Company
131097,1,26766,10236.0,Red River Rural Telephone Association
131100,1,16229,16229.0,Reedsburg Utility Commission
131102,1,16216,14461.0,Reservation Telephone Cooperative
131103,1,90080,0.0,"Reserve Holdings, Inc."
131104,0,4754,0.0,"Respond Communications, Inc."
131106,1,3319,1423.0,Reynolds Telephone Company
131108,1,89840,57220.0,"Smithville Holding Company, Inc."
131109,1,6384,3499.0,"Richland-Grant Telephone Cooperative, Inc."
131113,1,33111,24191.0,Ringgold Telephone Company
131114,0,2141,1074.0,Ringsted Telephone Company
131116,0,21015,0.0,River Valley Telephone Coop.
131117,0,8942,15.0,"Riviera Telephone Company, Inc."
131118,1,26378,13178.0,RJB Telecommunications Corp.
131122,1,50510,911.0,Roberts County Telephone Cooperative Association
131123,0,2810,208.0,Robinson Communications Corporation
131124,0,44781,16564.0,"Rochester Telephone Co., Inc."
131125,1,419944,161853.0,"Comporium, Inc."
131126,0,11935,164.0,Rock Port Telephone Company
131127,0,13796,13796.0,Rockwell Cooperative Telephone Association
131128,0,11461,0.0,Roggen Telephone Cooperative Company
131129,0,39366,0.0,"CommunityTel, Inc."
131130,0,1680,0.0,Roome Telecommunications Inc.
131131,1,23031,18118.0,"Roosevelt County Rural Telephone Cooperative, Inc."
131135,0,778,778.0,Royal Telephone Company
131139,1,10597,7539.0,Runestone Telephone Association
131141,1,179843,72976.0,"Rural Telephone Service Co., Inc."
131142,0,2731,0.0,"Rural Waves, LLC"
131145,1,19477,6927.0,S&T Telephone Cooperative Association
131146,0,1693,0.0,Sac County Mutual Telephone Company
131148,0,6286,3379.0,Saddleback Communications
131152,0,20814,7275.0,"Salina Spavinaw Telephone Co., Inc."
131157,0,3320,1370.0,Sand Creek Communications Company
131158,0,52502,2004.0,"Sandhill Telephone Cooperative, Inc."
131161,0,15024,8770.0,"Sandwich Isles Communications, Inc."
131162,1,42833,19809.0,"Santa Rosa Telephone Cooperative, Inc."
131163,1,47522,4954.0,Santel Communications Cooperative
131165,0,17208,1404.0,Scatter Creek Ltd.
131166,1,3120,40.0,Schaller Telephone Company
131167,1,201700,9183.0,"Schurz Communications, Inc."
131168,1,4098,4098.0,Scio Mutual Telephone Association
131169,0,800,0.0,"Scott County Telephone Company, LLC"
131170,0,31645,27281.0,Scott County Telephone Cooperative
131171,0,834,834.0,Scranton Telephone Company
131172,0,2019,1765.0,Searsboro Telephone Company
131173,0,41071,25746.0,Sebastian Enterprises
131175,1,39956,17859.0,Selectronics Corporation
131177,1,28794,1692.0,"Seneca Telephone Company, Inc."
131179,1,6487,1546.0,Sharon Telephone Company (IL & WI)
131180,0,54091,14128.0,Shawnee Telephone Company
131181,1,451449,31011.0,Shenandoah Telecommunications Company
131183,0,3139,3139.0,"Sherwood Mutual Telephone Association, Inc."
131186,0,35733,3859.0,Sierra Tel Communications Group
131190,1,43988,34499.0,Silver Star Telephone
131191,0,1010864,0.0,"Simply Bits, LLC"
131194,0,3188,2926.0,"Siren Telephone Company, Inc."
131195,0,7631,3360.0,Siskiyou Telephone Company
131197,0,24805,2266.0,Sjoberg's Inc.
131199,1,81629,67927.0,Skyline Telephone Membership Corporation
131204,1,16549,11922.0,"Smart City Finance, LLC"
131206,1,101738,92009.0,"Smartcom Telephone, LLC"
131207,0,111811,0.0,"SmarterBroadband, Inc."
131208,0,15150,0.0,"Smith Bagley, Inc."
131214,1,10835,3068.0,"TLB, Inc."
131216,1,90126,58097.0,South Central Rural Telephone Cooperative Corporation
131218,0,16293,8633.0,"South Central Telephone Association, Inc."
131219,1,79718,11559.0,"South Central Utah Telephone Association, Inc."
131221,1,13596,11168.0,"South Plains Telephone Cooperative, Inc."
131222,1,56968,46493.0,"South Slope Cooperative Telephone Company, Inc."
131223,0,6804,6804.0,"Southeast Nebraska Communications, Inc."
131225,1,19463,4103.0,Southeastern Indiana Rural Telephone Cooperative
131226,1,324152,64955.0,American Broadband Communications et al.
131230,1,18000,4205.0,Southern Kansas Telephone Company
131231,0,1555,1231.0,Southern Montana Telephone Company
131232,1,21451,15766.0,"Southwest Arkansas Telephone Cooperative, Inc."
131233,0,148963,0.0,Southwest Oklahoma Telephone Company
131234,0,7947,4880.0,"Southwest Texas Telcom, Inc."
131235,0,519,0.0,"Spectrotel, Inc."
131239,1,11959,11959.0,Spencer Municipal Communications Utility
131240,0,2599,2599.0,Spring Grove Communications
131241,0,3100,1016.0,"Spring Valley Telephone Company, Inc."
131242,0,6867,351.0,"Springcom, Inc."
131243,1,3158,1276.0,"Springville Cooperative Telephone Association, Inc."
131245,0,7186,7186.0,"Spruce Knob Seneca Rocks Telephone, Inc."
131246,1,68544,17864.0,"SRT Communications, Inc."
131247,1,4086,3765.0,St. John Telephone Company
131248,0,2100,780.0,St. Paul Cooperative Telephone
131249,0,18430,0.0,"Standard Tobacco Company, Inc."
131250,0,5741,2466.0,"Stanton Telecom, Inc."
131252,0,61532,32215.0,Star Telephone Membership Corporation
131255,0,24385,13473.0,"StarVision, Inc."
131257,0,20430,9629.0,"State Telephone Company, Inc."
131259,1,18975,14922.0,Stayton Cooperative Telephone Company
131260,0,9287,0.0,"Steelville Telephone Exchange, Inc."
131261,0,103,0.0,Stelle Telephone Company
131265,0,171,171.0,Stoneham Cooperative Telephone Corporation
131267,0,3879,1167.0,Stratford Mutual Telephone Company
131272,0,5945,0.0,"Sunflower Enterprises, Inc."
131276,0,2014,0.0,Superior Telephone Cooperative
131283,1,79069,54265.0,Surry Telephone Membership Corporation
131285,1,12297,3976.0,Swayzee Telephone Company
131286,1,7263,2224.0,"Sweetser Rural Telephone Company, Inc."
131290,0,5933,3911.0,Sycamore Telephone Company
131295,0,0,0.0,Taloga Cable
131296,1,24164,22838.0,"Taylor Telephone Cooperative, Inc."
131299,1,6176,1003.0,"Tech-Com, Inc."
131302,1,1118523,1093378.0,"Callis Communications, Inc."
131303,0,10068,3398.0,"TelAtlantic, Inc."
131310,1,4229929,478674.0,"Telephone and Data Systems, Inc."
131311,0,378593,8434.0,Telephone Electronics Corporation
131315,0,2051,353.0,Templeton Telephone Company
131320,0,2258,1556.0,Terral Telephone Company
131321,0,1462,1462.0,Terril Telephone Cooperative
131328,1,63436,23521.0,"Thacker-Grigsby Telephone Company, Inc."
131329,0,37878,5234.0,The Champaign Telephone Company
131330,1,38238,25906.0,The Champlain Telephone Company
131332,0,23323,8919.0,The Conneaut Telephone Company
131337,0,2489,47.0,The Hancock Telephone Company
131339,1,21390,2358.0,The Middleburgh Telephone Company
131340,0,17776,2090.0,The Nebraska Central Telephone Co.
131341,1,22692,18635.0,The North-Eastern Pennsylvania Telephone Company
131342,0,3706,3706.0,The Ottoville Mutual Telephone Company
131344,0,6633,3003.0,The Ridgeville Telephone Company
131347,1,4380,4380.0,The Toledo Telephone Company
131349,0,11137,3686.0,Three River Telco
131354,0,1531,961.0,Titonka Telephone Company
131357,0,5528,3848.0,Tohono O'Odham Utility Authority
131358,0,1284,261.0,"Tonica Technologies, Inc."
131359,0,26588,0.0,"Totah Communications, Inc."
131361,0,35608,0.0,Town of Shrewsbury
131362,0,65682,1590.0,"Townes Telecommunications, Inc."
131363,0,3013,2071.0,"Traceroad, Inc."
131365,1,13794,9263.0,Trenton Telephone Co.
131366,1,72726,29769.0,"Tri County Telephone Association, Inc."
131367,1,46753,23251.0,"Triangle Telephone Cooperative Assn., Inc."
131368,0,31223,10833.0,"Tri-County Communications Cooperative, Inc."
131370,0,12834,11450.0,Tri-County Telephone Membership Corporation
131378,0,21003,924.0,"Trumansburg Telephone Co., Inc./Ontario Telephone Co., Inc."
131379,1,30269,8593.0,"Trustees of the City of Muscatine, Iowa"
131383,0,35574,35574.0,"Tularosa Basin Telephone Company, Inc."
131384,1,81617,63921.0,Twin Lakes Telephone Cooperative Corporation
131387,1,60744,26740.0,UBTA-UBET Communications
131388,0,2116,2116.0,Union River Telephone Company
131389,0,9083,1960.0,Union Telephone Company
131394,0,37347,1091.0,Evertek Enterprises
131395,1,144373,4512.0,"United Telephone Association, Inc."
131396,1,298772,23936.0,United Communication Holding LLC
131397,1,18996,7447.0,"UniTek, Inc."
131400,1,57703,0.0,Unwired Ltd.
131401,0,3483,3168.0,Upsala Cooperative Telephone Association
131404,1,79943,7522.0,"USA Companies, L.P."
131407,1,23390,21684.0,UTMA
131408,1,97739,11618.0,VAL-ED Joint Venture L.L.P.
131409,1,4802,4802.0,"Valley Telecommunications Cooperative Association, Inc."
131411,1,38396,17598.0,"Valley Telephone Cooperative, Inc."
131412,0,5009,0.0,"Valliant Telephone Company, Inc."
131413,1,8542148,503187.0,Windstream Corporation
131414,0,3841,2057.0,"Van Buren Telephone Co., Inc."
131415,0,5535,5535.0,Van Horne Cooperative Telephone Company
131416,0,2967,0.0,"VARCOMM, Inc."
131418,0,1071,0.0,Vaughnsville Telephone Company
131421,1,35209,0.0,"Velociter Wireless, Inc."
131422,1,26153,26153.0,"Venture Communications Cooperative, Inc./Western Telephone Company"
131423,0,3542,3542.0,Venus Telephone Corporation
131425,1,55855605,34765005.0,Verizon Communications Inc.
131426,1,29635,29635.0,"Vermont National Telephone Company, Inc."
131427,1,22715,22111.0,"Vernon Telephone Cooperative, Inc."
131431,0,4773,1281.0,Viola Home Telephone Company
131441,0,42138,2296.0,Volcano Communications Company
131444,1,81424,23277.0,Wabash Mutual Telephone Company
131445,1,34619,31162.0,"Wabash Telephone Cooperative, Inc."
131448,1,20220,20161.0,"Wamego Telephone Company, Inc."
131451,1,11060,876.0,Washington County Rural Telephone Cooperative
131453,1,27970,1120.0,Wave Wireless LLC
131454,1,1991757,17.0,"WaveDivision Holdings, LLC"
131457,0,9689,9689.0,Webster-Calhoun Cooperative Telephone Association
131458,0,7470,7470.0,Wellman Cooperative Telephone Association
131459,1,35758,28116.0,"West Carolina Rural Telephone Cooperative, Inc."
131460,1,10639,10639.0,West Central Telephone Assn.
131461,1,12360,9431.0,West Iowa Telephone Company
131463,1,41536,7895.0,West Liberty Telephone Company
131465,1,33769,30498.0,West River Telecommunications Cooperative
131466,0,28602,19546.0,"West Texas Rural Telephone Coop., Inc."
131467,1,31531,17472.0,"West Wisconsin Telcom Cooperative, Inc."
131469,0,41029,0.0,"Westelcom Network, Inc."
131472,1,9291,5240.0,Western Iowa Telephone Association
131473,0,3532,0.0,Western Sonoma County Internet Cooperative Corporation
131475,0,2193,2193.0,Western Wahkiakum County Telephone Company
131476,1,38281,8983.0,"Wes-Tex Telephone Cooperative, Inc."
131478,1,18792,9835.0,Whidbey Telephone Company
131480,1,7180689,2116873.0,WideOpenWest
131481,0,10230,10230.0,Wiggins Telephone Association
131482,1,40297,5747.0,"Wikstrom Telephone Company, Inc."
131485,1,20311,20311.0,"Dycom Holding, Inc."
131486,1,75133,65437.0,Wilkes Telecommunications
131487,0,189,189.0,Willard Telephone Company
131492,0,2065,0.0,WinDBreak Cable
131493,1,44864,42680.0,Winn Telephone Company
131494,0,28218,27349.0,Winnebago Cooperative Telephone Association
131497,0,723085,0.0,"Wired or Wireless, Inc."
131505,0,2549,2503.0,"Woodhull Communications, Inc."
131506,0,5654,3428.0,Woodstock Telephone Company
131507,0,46836,0.0,Woolstock Mutual Telephone Assoc.
131510,1,1170,1170.0,Wyoming Mutual Telephone Company
131512,0,14622,4911.0,"XIT Rural Telephone Cooperative, Inc."
131516,1,85641,68831.0,Yadkin Valley Telephone Membership Corporation
131517,0,25916,19039.0,"Yankee Telecom, Inc."
131518,1,44596,23897.0,"Yelcot Holding Group, Inc."
131520,0,2232,0.0,Yeoman Telephone Company
131611,1,63022,63022.0,"Highland Telephone Cooperative, Inc. (KY & TN)"
131612,0,11532,11532.0,Sharon Telephone Company (IA)
131613,0,10928,1765.0,Sully Telephone Association
131900,0,16846,2461.0,"Cunningham Management, Inc."
140001,0,40434,0.0,"Access Cable Television, Inc."
140012,0,22430,907.0,Axiom Technologies
140016,0,14019,229.0,"Border to Border Communications, Inc."
140018,1,144579,0.0,CableAmerica
140020,1,62845,62845.0,Chelan County PUD
140030,1,50570,18818.0,Fail Telecommunication Corporation
140032,0,748,748.0,Farber Telephone Company
140033,1,34709,4610.0,Filer Mutual Telephone Company
140036,0,7620,4686.0,Ft. Jennings Telephone Company
140043,0,9596,0.0,"Hopi Telecommunications, Inc."
140048,1,17599749,0.0,"JAB Wireless, Inc."
140050,0,13033,0.0,JC Mickelson Inc.
140055,0,15431,0.0,LAT Inc.
140059,0,9045,9045.0,Lonsdale Telephone Company
140063,0,123714,0.0,Mercury Network Corporation
140064,0,535934,8352.0,"Defiance Holdings, LLC"
140076,0,2214,0.0,Reasnor Telephone Company
140078,1,45263,0.0,"Royell Communications, Inc."
140080,1,969100,0.0,Service Electric Cable TV Inc.
140084,0,27048,0.0,SPITwSPOTS Inc.
140092,1,23297,17884.0,"Twin Valley Management, Inc."
140097,0,7943,6222.0,"Velocity Telephone, Inc."
140101,0,6776,6776.0,West River Cooperative Telephone Company
140105,0,2395988,0.0,Wisper ISP Inc.
140106,0,4571,0.0,"WTC Communications, Inc."
150119,0,11242,0.0,Pattersonville Telephone Company (OH)
150120,1,18395,2571.0,Mutual Telephone Company (KS)
150206,1,597656,0.0,Vyve Broadband
150221,1,88916,28167.0,"Benchmark Communications, LLC"
150225,1,3021,3021.0,Buckland Telephone Co.
150229,0,1539,0.0,"Bush-Tell, Inc."
150235,0,11194,0.0,City of Camilla
150236,0,19603,0.0,City of Moultrie
150237,1,4208,4208.0,City of North Kansas
150244,0,354,0.0,Copper Mountain Consolidated Metro District
150245,0,749,0.0,"CresComm WiFi, LLC"
150249,0,42418,0.0,"DC Access, LLC"
150250,0,81716,1458.0,Diller Telephone Company
150258,1,74355,1752.0,Ellijay Telephone Company
150262,1,15549,7409.0,"Gamewood, Inc."
150266,1,105538,41862.0,"Hanson Communications, Inc."
150270,1,67486,4105.0,"Intelliwave, LLC"
150272,0,18,0.0,Iowa Connect Inc.
150281,0,8209,2661.0,Mayfield Electric & Water Systems
150287,1,8253,3091.0,"Moapa Valley Telecommunications, Inc."
150292,0,551531,0.0,Northland Communications Corp.
150296,1,193374,18692.0,Otelco Inc.
150312,1,14754,9943.0,Russellville Electric Plant Board
150313,0,42398,0.0,"Sacred Wind Communications, Inc."
150316,1,167551,27438.0,Socket Telecom LLC
150317,1,51362,33952.0,Wood County Telephone Company
150323,0,2216,0.0,TecInfo
150325,0,93780,0.0,"Tivcorp, Inc."
150327,1,29656,27324.0,"United Electric Cooperative, Inc."
150330,0,12220,0.0,"Upward Access, LLC"
150334,0,365917,0.0,"WEHCO Video, Inc."
150335,0,23927,0.0,"Wharton County Electric Cooperative, Inc."
150336,0,156898,0.0,"Whiz to Coho, Inc."
150340,1,141421,76942.0,"NTS, Inc."
150341,0,1282,0.0,Yellowstone Media Design
150344,0,15183,15183.0,"M.C. Dean, Inc."
160101,0,11916,0.0,"2Geton Net, Inc."
160103,0,3222,3193.0,Allband Communications Cooperative
160108,1,156823,156823.0,Bristol Tennessee Essential Services
160110,0,41098,0.0,"Cablevision of Marion County, LLC"
160113,0,26794,0.0,"Data Truck, LLC"
160115,0,1033737,0.0,"E-Vergent.com, LLC"
160116,0,979972,0.0,"ECSIS.NET, LLC"
160118,0,5395,664.0,Eastern Cable Corporation
160127,1,322104,13895.0,LICT Corporation
160129,0,1529,0.0,Manning Municipal Communications and Television Systems Utility
160135,0,2268,1793.0,"Ogden Communications, Inc."
160141,1,17013,8998.0,Plumas-Sierra Rural Electric Cooperative
160146,0,10518,10518.0,"Ralls Technologies, LLC"
160151,0,5712,613.0,"Southeastern Services, Inc."
160157,1,287140,0.0,"Zito Media, LP"
160160,1,98601,32282.0,"ImOn Communications, LLC"
160162,0,1587,0.0,"TerraNovaNet, Inc."
170014,0,2608,2608.0,Atkins Telephone Company
170025,1,232183,866.0,CMS Internet LLC
170040,0,7647,0.0,"Dixie-Net, Inc."
170044,0,236,0.0,Fishers Island Telephone Company
170047,0,20547,0.0,"GMN Tri-County CAC, Inc."
170050,0,5124,2317.0,Harlan Municipal Utilities
170054,0,192250,0.0,"InfoWest, Inc."
170058,1,76235,76235.0,Jackson Energy Authority
170062,0,4375,4375.0,La Porte City Telephone Company
170064,1,20396,0.0,"Litestream Holdings, LLC"
170066,1,18637,18637.0,Monmouth Independence Network
170071,0,43912,10.0,"Newmax, LLC"
170102,0,0,0.0,"KC Online, Inc."
180006,0,5288,0.0,Blue Mountain TV Cable Company
180009,0,2232,2232.0,Choicetel LLC
180010,1,14840,14840.0,City of Auburn
180012,1,13752,0.0,"City of Elberton, Georgia"
180026,1,1938,130.0,"Front Range Internet, Inc."
180039,0,16621,8128.0,"OneTone Telecom, Inc."
180048,0,68442,0.0,"Rapid Systems, Inc."
180057,0,5830,5830.0,The T1 Company LLC
180061,0,1087,749.0,Velocity Online
180064,0,16373,0.0,"Web Fire Communications, Inc."
190002,0,181178,0.0,101Netlink
190008,1,53239,173.0,AM3 Holding Corp.
190013,1,1867,0.0,Adams CATV Inc.
190015,1,38391,25902.0,"Aeneas Communications, LLC"
190025,0,10272,0.0,America Internet & Communications
190036,0,9906,0.0,"Aurora Communications, Inc."
190045,0,2126,0.0,BeaDun Communications
190046,0,3839,0.0,Beaver Valley Cable Company
190047,0,31148,0.0,"Bee Line, Inc."
190053,0,13505,0.0,"Bluebird Wireless Broadband Services, LLC"
190056,0,22910,0.0,"Blueriver Communications, Inc."
190058,1,102599,102599.0,"Board of Water, Light & Sinking Fund Commissioners"
190059,0,16663,592.0,"Boycom Cablevision, Inc./Partel Broadband Telecommunications, Inc."
190066,1,51913,51913.0,Burlington Telecom
190069,0,1999,177.0,"Cable Communications of Willsboro, Inc."
190070,1,32001,0.0,"CCI Systems, Inc."
190071,0,6642,0.0,Cable Co-Op
190075,0,3714,0.0,Catalina Broadband Solutions LLC
190080,0,3525,3067.0,City of Bellevue
190081,1,189200,189200.0,City of Bristol
190083,0,2436,0.0,City of Coffeyville
190084,1,264,264.0,City of Glenwood Springs
190085,0,2553,0.0,City of Hawarden
190089,0,13999,0.0,City of Williamstown
190093,0,39836,0.0,Cloud Alliance LLC
190096,0,15751,0.0,Coldwater Board of Public Utilities
190101,1,16894,5184.0,Community Cable Television Agency of O'Brien County
190102,0,8232,0.0,Community Telecom Services
190103,0,29227,0.0,"Computer Dynamics of NW Illinois, LLC"
190104,1,13846,11571.0,Comspan Communications
190107,0,211725,0.0,Connectto Communications Inc.
190108,1,1392,0.0,Coon Rapids Municipal Utilities
190118,0,7076,0.0,"Delta Telecom, Inc."
190123,0,282851,0.0,"DigitalPath, Inc."
190126,1,128225,113544.0,Douglas Electric Cooperative Inc.
190130,1,29016,793.0,"Eastern Oregon Net, Inc."
190131,1,19628,750.0,Easton Utilities Commission
190134,1,359879,359879.0,Electric Power Board
190142,0,16436,0.0,e-Tel
190150,1,116542,7987.0,FiberComm L.C.
190155,0,1760,0.0,"Fisher Wireless Services, Inc."
190163,0,1349,0.0,"Fulair, LLC"
190166,1,20711,277.0,Futurum Communications Corp.
190169,0,100627,0.0,"Geneva On-Line, Inc."
190172,0,13916,0.0,Golden Rain Foundation
190180,0,2502,0.0,Grundy Center Municipal Light & Power
190181,1,28103,9269.0,Haefele TV Inc.
190182,0,16093,0.0,Harlan Community Television Inc.
190184,0,35308,0.0,Henderson Municipal Power & Light
190185,0,2600,0.0,"Hidden Lake Wireless, Inc."
190187,1,34145,6243.0,Hopkinsville Electric System
190188,0,815238,0.0,Hudson Valley Wireless
190189,0,800647,0.0,"Huntleigh Telecommunications Group, Inc."
190192,0,76358,0.0,iLOKA Inc.
190193,0,4224,0.0,"Indian Creek Internet Services, Inc."
190204,0,1584,0.0,"IPacket Networks, LLC"
190207,0,89419,69333.0,Jaguar Communications
190208,0,31829,0.0,JB-Nets
190211,1,31003,8849.0,"Joink, LLC"
190215,0,32113,0.0,"Kings Bay Communications, Inc."
190218,0,131,0.0,"Kuhn Communications, Inc."
190219,1,117911,117911.0,Lafayette City Parish Consolidated Government
190220,0,4642,0.0,Landmark Wireless LLC
190223,0,2871,2871.0,Lenox Municipal Utilities
190227,0,10780,140.0,"Lightspeed Networks, Inc"
190232,0,47872,0.0,"Martineer Wireless, Inc."
190233,1,10039,4734.0,Hilliary Communications
190236,0,1727018,0.0,"Mercury Wireless, Inc."
190239,1,108004,6919.0,MI Connection Communications System
190244,0,311372,0.0,Minnesota Valley Television Improvement Corporation
190265,1,48434,48257.0,Nittany Media Inc.
190281,0,3635,0.0,"OTZ Telephone Cooperative, Inc."
190282,1,11867,11867.0,Owensboro Municipal Utilities
190285,0,11845,0.0,Parish Communications
190303,1,32299,0.0,Public Utility District No. 1 of Douglas County
190304,1,197,197.0,Pulaski Electric System
190305,1,231642,3049.0,"Quantum Telecommunications, Inc."
190307,1,13385,0.0,"QX Networking and Design, Inc."
190308,1,83932,0.0,"R. M. Greene, Inc."
190311,0,1316602,0.0,"Razzo Link, Inc."
190312,0,22989,0.0,Reach Broadband
190313,0,34308,1198.0,Rebeltec Communications LLC
190320,0,47096,0.0,"SAA bright.net, Inc."
190323,0,20005,0.0,Savage Communications Inc.
190335,0,1564,0.0,Southern Ohio Communication Services Inc.
190336,0,7757,0.0,Southern Tier Wireless
190337,0,4730,0.0,Southern Vermont Cable Company
190341,0,1542,0.0,Starlite Consulting Inc.
190342,0,425363,0.0,StarTouch Broadband
190365,0,10910,0.0,"Tel-Star Cablevision, Inc."
190367,0,38382,2153.0,The Utilities Board of the City of Sylacauga
190370,0,735,735.0,"Tim Ron Enterprises, LLC"
190380,1,142471,137325.0,"Troy Cablevision, Inc."
190405,1,23057,23057.0,Westfield Gas and Electric
190406,0,72,0.0,Westgate Communications LLC
190407,0,57584,0.0,"Wheatland Electric Cooperative, Inc."
190410,1,9872,9872.0,"IdeaTek Systems, Inc."
190416,0,20747,0.0,"YHTI, Inc."
190419,0,106315,0.0,Benton Rural Electric Association
190425,1,2855212,441617.0,"Sonic Telecom, LLC"
190428,0,9983,5097.0,"San Carlos Apache Telecommunications Utility, Inc."
190429,0,9407,0.0,Barbourville Utility Commission
190435,1,23228,10409.0,"Citynet, LLC"
190438,0,63277,1890.0,"Eaglenet, Inc."
190443,1,16587,0.0,"Inside Connect Cable, LLC"
190448,0,234778,0.0,"Sumner Cable TV, Inc."
